date(dd-mm-yyy),time(hh:mm:ss),channel(1-40),intensity(%),interval(sec.)
1-1-2000,3:19:6,31,17,0
1-1-2000,3:19:6,3,17,0
1-1-2000,3:19:6,13,17,0
1-1-2000,3:19:6,23,17,0
1-1-2000,3:19:6,33,17,0
1-1-2000,3:19:6,8,17,0
1-1-2000,3:19:6,18,17,0
1-1-2000,3:19:6,28,17,0
1-1-2000,3:19:6,38,17,0
1-1-2000,3:19:6,10,17,0
1-1-2000,3:19:6,20,17,0
1-1-2000,3:19:6,30,17,0
1-1-2000,3:19:6,40,17,0
1-1-2000,3:19:10,1,18,0
1-1-2000,3:19:10,11,18,0
1-1-2000,3:19:10,21,18,0
1-1-2000,3:19:10,31,18,0
1-1-2000,3:19:10,3,18,0
1-1-2000,3:19:10,13,18,0
1-1-2000,3:19:10,23,18,0
1-1-2000,3:19:10,33,18,0
1-1-2000,3:19:10,8,18,0
1-1-2000,3:19:10,18,18,0
1-1-2000,3:19:10,28,18,0
1-1-2000,3:19:10,38,18,0
1-1-2000,3:19:10,10,18,0
1-1-2000,3:19:10,20,18,0
1-1-2000,3:19:10,30,18,0
1-1-2000,3:19:10,40,18,0
1-1-2000,3:19:15,1,19,0
1-1-2000,3:19:15,11,19,0
1-1-2000,3:19:15,21,19,0
1-1-2000,3:19:15,31,19,0
1-1-2000,3:19:15,3,19,0
1-1-2000,3:19:15,13,19,0
1-1-2000,3:19:15,23,19,0
1-1-2000,3:19:15,33,19,0
1-1-2000,3:19:15,8,19,0
1-1-2000,3:19:15,18,19,0
1-1-2000,3:19:15,28,19,0
1-1-2000,3:19:15,38,19,0
1-1-2000,3:19:15,10,19,0
1-1-2000,3:19:15,20,19,0
1-1-2000,3:19:15,30,19,0
1-1-2000,3:19:15,40,19,0
1-1-2000,3:19:19,1,20,0
1-1-2000,3:19:19,11,20,0
1-1-2000,3:19:19,21,20,0
1-1-2000,3:19:19,31,20,0
1-1-2000,3:19:19,3,20,0
1-1-2000,3:19:19,13,20,0
1-1-2000,3:19:19,23,20,0
1-1-2000,3:19:19,33,20,0
1-1-2000,3:19:19,8,20,0
1-1-2000,3:19:19,18,20,0
1-1-2000,3:19:19,28,20,0
1-1-2000,3:19:19,38,20,0
1-1-2000,3:19:19,10,20,0
1-1-2000,3:19:19,20,20,0
1-1-2000,3:19:19,30,20,0
1-1-2000,3:19:19,40,20,0
1-1-2000,3:19:24,1,21,0
1-1-2000,3:19:24,11,21,0
1-1-2000,3:19:24,21,21,0
1-1-2000,3:19:24,31,21,0
1-1-2000,3:19:24,3,21,0
1-1-2000,3:19:24,13,21,0
1-1-2000,3:19:24,23,21,0
1-1-2000,3:19:24,33,21,0
1-1-2000,3:19:24,8,21,0
1-1-2000,3:19:24,18,21,0
1-1-2000,3:19:24,28,21,0
1-1-2000,3:19:24,38,21,0
1-1-2000,3:19:24,10,21,0
1-1-2000,3:19:24,20,21,0
1-1-2000,3:19:24,30,21,0
1-1-2000,3:19:24,40,21,0
1-1-2000,3:19:29,1,22,0
1-1-2000,3:19:29,11,22,0
1-1-2000,3:19:29,21,22,0
1-1-2000,3:19:29,31,22,0
1-1-2000,3:19:29,3,22,0
1-1-2000,3:19:29,13,22,0
1-1-2000,3:19:29,23,22,0
1-1-2000,3:19:29,33,22,0
1-1-2000,3:19:29,8,22,0
1-1-2000,3:19:29,18,22,0
1-1-2000,3:19:29,28,22,0
1-1-2000,3:19:29,38,22,0
1-1-2000,3:19:29,10,22,0
1-1-2000,3:19:29,20,22,0
1-1-2000,3:19:29,30,22,0
1-1-2000,3:19:29,40,22,0
1-1-2000,3:19:33,1,23,0
1-1-2000,3:19:33,11,23,0
1-1-2000,3:19:33,21,23,0
1-1-2000,3:19:33,31,23,0
1-1-2000,3:19:33,3,23,0
1-1-2000,3:19:33,13,23,0
1-1-2000,3:19:33,23,23,0
1-1-2000,3:19:33,33,23,0
1-1-2000,3:19:33,8,23,0
1-1-2000,3:19:33,18,23,0
1-1-2000,3:19:33,28,23,0
1-1-2000,3:19:33,38,23,0
1-1-2000,3:19:33,10,23,0
1-1-2000,3:19:33,20,23,0
1-1-2000,3:19:33,30,23,0
1-1-2000,3:19:33,40,23,0
1-1-2000,3:19:38,1,24,0
1-1-2000,3:19:38,11,24,0
1-1-2000,3:19:38,21,24,0
1-1-2000,3:19:38,31,24,0
1-1-2000,3:19:38,3,24,0
1-1-2000,3:19:38,13,24,0
1-1-2000,3:19:38,23,24,0
1-1-2000,3:19:38,33,24,0
1-1-2000,3:19:38,8,24,0
1-1-2000,3:19:38,18,24,0
1-1-2000,3:19:38,28,24,0
1-1-2000,3:19:38,38,24,0
1-1-2000,3:19:38,10,24,0
1-1-2000,3:19:38,20,24,0
1-1-2000,3:19:38,30,24,0
1-1-2000,3:19:38,40,24,0
1-1-2000,3:19:43,1,25,0
1-1-2000,3:19:43,11,25,0
1-1-2000,3:19:43,21,25,0
1-1-2000,3:19:43,31,25,0
1-1-2000,3:19:43,3,25,0
1-1-2000,3:19:43,13,25,0
1-1-2000,3:19:43,23,25,0
1-1-2000,3:19:43,33,25,0
1-1-2000,3:19:43,8,25,0
1-1-2000,3:19:43,18,25,0
1-1-2000,3:19:43,28,25,0
1-1-2000,3:19:43,38,25,0
1-1-2000,3:19:43,10,25,0
1-1-2000,3:19:43,20,25,0
1-1-2000,3:19:43,30,25,0
1-1-2000,3:19:43,40,25,0
1-1-2000,3:19:47,1,26,0
1-1-2000,3:19:47,11,26,0
1-1-2000,3:19:47,21,26,0
1-1-2000,3:19:47,31,26,0
1-1-2000,3:19:47,3,26,0
1-1-2000,3:19:47,13,26,0
1-1-2000,3:19:47,23,26,0
1-1-2000,3:19:47,33,26,0
1-1-2000,3:19:47,8,26,0
1-1-2000,3:19:47,18,26,0
1-1-2000,3:19:47,28,26,0
1-1-2000,3:19:47,38,26,0
1-1-2000,3:19:47,10,26,0
1-1-2000,3:19:47,20,26,0
1-1-2000,3:19:47,30,26,0
1-1-2000,3:19:47,40,26,0
1-1-2000,3:19:52,1,27,0
1-1-2000,3:19:52,11,27,0
1-1-2000,3:19:52,21,27,0
1-1-2000,3:19:52,31,27,0
1-1-2000,3:19:52,3,27,0
1-1-2000,3:19:52,13,27,0
1-1-2000,3:19:52,23,27,0
1-1-2000,3:19:52,33,27,0
1-1-2000,3:19:52,8,27,0
1-1-2000,3:19:52,18,27,0
1-1-2000,3:19:52,28,27,0
1-1-2000,3:19:52,38,27,0
1-1-2000,3:19:52,10,27,0
1-1-2000,3:19:52,20,27,0
1-1-2000,3:19:52,30,27,0
1-1-2000,3:19:52,40,27,0
1-1-2000,3:19:56,1,28,0
1-1-2000,3:19:56,11,28,0
1-1-2000,3:19:56,21,28,0
1-1-2000,3:19:56,31,28,0
1-1-2000,3:19:56,3,28,0
1-1-2000,3:19:56,13,28,0
1-1-2000,3:19:56,23,28,0
1-1-2000,3:19:56,33,28,0
1-1-2000,3:19:56,8,28,0
1-1-2000,3:19:56,18,28,0
1-1-2000,3:19:56,28,28,0
1-1-2000,3:19:56,38,28,0
1-1-2000,3:19:56,10,28,0
1-1-2000,3:19:56,20,28,0
1-1-2000,3:19:56,30,28,0
1-1-2000,3:19:56,40,28,0
1-1-2000,3:20:1,1,29,0
1-1-2000,3:20:1,11,29,0
1-1-2000,3:20:1,21,29,0
1-1-2000,3:20:1,31,29,0
1-1-2000,3:20:1,3,29,0
1-1-2000,3:20:1,13,29,0
1-1-2000,3:20:1,23,29,0
1-1-2000,3:20:1,33,29,0
1-1-2000,3:20:1,8,29,0
1-1-2000,3:20:1,18,29,0
1-1-2000,3:20:1,28,29,0
1-1-2000,3:20:1,38,29,0
1-1-2000,3:20:1,10,29,0
1-1-2000,3:20:1,20,29,0
1-1-2000,3:20:1,30,29,0
1-1-2000,3:20:1,40,29,0
1-1-2000,3:20:6,1,28,0
1-1-2000,3:20:6,11,28,0
1-1-2000,3:20:6,21,28,0
1-1-2000,3:20:6,31,28,0
1-1-2000,3:20:6,3,28,0
1-1-2000,3:20:6,13,28,0
1-1-2000,3:20:6,23,28,0
1-1-2000,3:20:6,33,28,0
1-1-2000,3:20:6,8,28,0
1-1-2000,3:20:6,18,28,0
1-1-2000,3:20:6,28,28,0
1-1-2000,3:20:6,38,28,0
1-1-2000,3:20:6,10,28,0
1-1-2000,3:20:6,20,28,0
1-1-2000,3:20:6,30,28,0
1-1-2000,3:20:6,40,28,0
1-1-2000,3:20:10,1,27,0
1-1-2000,3:20:10,11,27,0
1-1-2000,3:20:10,21,27,0
1-1-2000,3:20:10,31,27,0
1-1-2000,3:20:10,3,27,0
1-1-2000,3:20:10,13,27,0
1-1-2000,3:20:10,23,27,0
1-1-2000,3:20:10,33,27,0
1-1-2000,3:20:10,8,27,0
1-1-2000,3:20:10,18,27,0
1-1-2000,3:20:10,28,27,0
1-1-2000,3:20:10,38,27,0
1-1-2000,3:20:10,10,27,0
1-1-2000,3:20:10,20,27,0
1-1-2000,3:20:10,30,27,0
1-1-2000,3:20:10,40,27,0
1-1-2000,3:20:15,1,26,0
1-1-2000,3:20:15,11,26,0
1-1-2000,3:20:15,21,26,0
1-1-2000,3:20:15,31,26,0
1-1-2000,3:20:15,3,26,0
1-1-2000,3:20:15,13,26,0
1-1-2000,3:20:15,23,26,0
1-1-2000,3:20:15,33,26,0
1-1-2000,3:20:15,8,26,0
1-1-2000,3:20:15,18,26,0
1-1-2000,3:20:15,28,26,0
1-1-2000,3:20:15,38,26,0
1-1-2000,3:20:15,10,26,0
1-1-2000,3:20:15,20,26,0
1-1-2000,3:20:15,30,26,0
1-1-2000,3:20:15,40,26,0
1-1-2000,3:20:19,1,25,0
1-1-2000,3:20:19,11,25,0
1-1-2000,3:20:19,21,25,0
1-1-2000,3:20:19,31,25,0
1-1-2000,3:20:19,3,25,0
1-1-2000,3:20:19,13,25,0
1-1-2000,3:20:19,23,25,0
1-1-2000,3:20:19,33,25,0
1-1-2000,3:20:19,8,25,0
1-1-2000,3:20:19,18,25,0
1-1-2000,3:20:19,28,25,0
1-1-2000,3:20:19,38,25,0
1-1-2000,3:20:19,10,25,0
1-1-2000,3:20:19,20,25,0
1-1-2000,3:20:19,30,25,0
1-1-2000,3:20:19,40,25,0
1-1-2000,3:20:24,1,24,0
1-1-2000,3:20:24,11,24,0
1-1-2000,3:20:24,21,24,0
1-1-2000,3:20:24,31,24,0
1-1-2000,3:20:24,3,24,0
1-1-2000,3:20:24,13,24,0
1-1-2000,3:20:24,23,24,0
1-1-2000,3:20:24,33,24,0
1-1-2000,3:20:24,8,24,0
1-1-2000,3:20:24,18,24,0
1-1-2000,3:20:24,28,24,0
1-1-2000,3:20:24,38,24,0
1-1-2000,3:20:24,10,24,0
1-1-2000,3:20:24,20,24,0
1-1-2000,3:20:24,30,24,0
1-1-2000,3:20:24,40,24,0
1-1-2000,3:20:29,1,23,0
1-1-2000,3:20:29,11,23,0
1-1-2000,3:20:29,21,23,0
1-1-2000,3:20:29,31,23,0
1-1-2000,3:20:29,3,23,0
1-1-2000,3:20:29,13,23,0
1-1-2000,3:20:29,23,23,0
1-1-2000,3:20:29,33,23,0
1-1-2000,3:20:29,8,23,0
1-1-2000,3:20:29,18,23,0
1-1-2000,3:20:29,28,23,0
1-1-2000,3:20:29,38,23,0
1-1-2000,3:20:29,10,23,0
1-1-2000,3:20:29,20,23,0
1-1-2000,3:20:29,30,23,0
1-1-2000,3:20:29,40,23,0
1-1-2000,3:20:33,1,22,0
1-1-2000,3:20:33,11,22,0
1-1-2000,3:20:33,21,22,0
1-1-2000,3:20:33,31,22,0
1-1-2000,3:20:33,3,22,0
1-1-2000,3:20:33,13,22,0
1-1-2000,3:20:33,23,22,0
1-1-2000,3:20:33,33,22,0
1-1-2000,3:20:33,8,22,0
1-1-2000,3:20:33,18,22,0
1-1-2000,3:20:33,28,22,0
1-1-2000,3:20:33,38,22,0
1-1-2000,3:20:33,10,22,0
1-1-2000,3:20:33,20,22,0
1-1-2000,3:20:33,30,22,0
1-1-2000,3:20:33,40,22,0
1-1-2000,3:20:38,1,21,0
1-1-2000,3:20:38,11,21,0
1-1-2000,3:20:38,21,21,0
1-1-2000,3:20:38,31,21,0
1-1-2000,3:20:38,3,21,0
1-1-2000,3:20:38,13,21,0
1-1-2000,3:20:38,23,21,0
1-1-2000,3:20:38,33,21,0
1-1-2000,3:20:38,8,21,0
1-1-2000,3:20:38,18,21,0
1-1-2000,3:20:38,28,21,0
1-1-2000,3:20:38,38,21,0
1-1-2000,3:20:38,10,21,0
1-1-2000,3:20:38,20,21,0
1-1-2000,3:20:38,30,21,0
1-1-2000,3:20:38,40,21,0
1-1-2000,3:20:43,1,20,0
1-1-2000,3:20:43,11,20,0
1-1-2000,3:20:43,21,20,0
1-1-2000,3:20:43,31,20,0
1-1-2000,3:20:43,3,20,0
1-1-2000,3:20:43,13,20,0
1-1-2000,3:20:43,23,20,0
1-1-2000,3:20:43,33,20,0
1-1-2000,3:20:43,8,20,0
1-1-2000,3:20:43,18,20,0
1-1-2000,3:20:43,28,20,0
1-1-2000,3:20:43,38,20,0
1-1-2000,3:20:43,10,20,0
1-1-2000,3:20:43,20,20,0
1-1-2000,3:20:43,30,20,0
1-1-2000,3:20:43,40,20,0
1-1-2000,3:20:47,1,19,0
1-1-2000,3:20:47,11,19,0
1-1-2000,3:20:47,21,19,0
1-1-2000,3:20:47,31,19,0
1-1-2000,3:20:47,3,19,0
1-1-2000,3:20:47,13,19,0
1-1-2000,3:20:47,23,19,0
1-1-2000,3:20:47,33,19,0
1-1-2000,3:20:47,8,19,0
1-1-2000,3:20:47,18,19,0
1-1-2000,3:20:47,28,19,0
1-1-2000,3:20:47,38,19,0
1-1-2000,3:20:47,10,19,0
1-1-2000,3:20:47,20,19,0
1-1-2000,3:20:47,30,19,0
1-1-2000,3:20:47,40,19,0
1-1-2000,3:20:52,1,18,0
1-1-2000,3:20:52,11,18,0
1-1-2000,3:20:52,21,18,0
1-1-2000,3:20:52,31,18,0
1-1-2000,3:20:52,3,18,0
1-1-2000,3:20:52,13,18,0
1-1-2000,3:20:52,23,18,0
1-1-2000,3:20:52,33,18,0
1-1-2000,3:20:52,8,18,0
1-1-2000,3:20:52,18,18,0
1-1-2000,3:20:52,28,18,0
1-1-2000,3:20:52,38,18,0
1-1-2000,3:20:52,10,18,0
1-1-2000,3:20:52,20,18,0
1-1-2000,3:20:52,30,18,0
1-1-2000,3:20:52,40,18,0
1-1-2000,3:20:56,1,17,0
1-1-2000,3:20:56,11,17,0
1-1-2000,3:20:56,21,17,0
1-1-2000,3:20:56,31,17,0
1-1-2000,3:20:56,3,17,0
1-1-2000,3:20:56,13,17,0
1-1-2000,3:20:56,23,17,0
1-1-2000,3:20:56,33,17,0
1-1-2000,3:20:56,8,17,0
1-1-2000,3:20:56,18,17,0
1-1-2000,3:20:56,28,17,0
1-1-2000,3:20:56,38,17,0
1-1-2000,3:20:56,10,17,0
1-1-2000,3:20:56,20,17,0
1-1-2000,3:20:56,30,17,0
1-1-2000,3:20:56,40,17,0
1-1-2000,3:21:1,1,16,0
1-1-2000,3:21:1,11,16,0
1-1-2000,3:21:1,21,16,0
1-1-2000,3:21:1,31,16,0
1-1-2000,3:21:1,3,16,0
1-1-2000,3:21:1,13,16,0
1-1-2000,3:21:1,23,16,0
1-1-2000,3:21:1,33,16,0
1-1-2000,3:21:1,8,16,0
1-1-2000,3:21:1,18,16,0
1-1-2000,3:21:1,28,16,0
1-1-2000,3:21:1,38,16,0
1-1-2000,3:21:1,10,16,0
1-1-2000,3:21:1,20,16,0
1-1-2000,3:21:1,30,16,0
1-1-2000,3:21:1,40,16,0
1-1-2000,3:21:6,1,15,0
1-1-2000,3:21:6,11,15,0
1-1-2000,3:21:6,21,15,0
1-1-2000,3:21:6,31,15,0
1-1-2000,3:21:6,3,15,0
1-1-2000,3:21:6,13,15,0
1-1-2000,3:21:6,23,15,0
1-1-2000,3:21:6,33,15,0
1-1-2000,3:21:6,8,15,0
1-1-2000,3:21:6,18,15,0
1-1-2000,3:21:6,28,15,0
1-1-2000,3:21:6,38,15,0
1-1-2000,3:21:6,10,15,0
1-1-2000,3:21:6,20,15,0
1-1-2000,3:21:6,30,15,0
1-1-2000,3:21:6,40,15,0
1-1-2000,3:21:10,1,14,0
1-1-2000,3:21:10,11,14,0
1-1-2000,3:21:10,21,14,0
1-1-2000,3:21:10,31,14,0
1-1-2000,3:21:10,3,14,0
1-1-2000,3:21:10,13,14,0
1-1-2000,3:21:10,23,14,0
1-1-2000,3:21:10,33,14,0
1-1-2000,3:21:10,8,14,0
1-1-2000,3:21:10,18,14,0
1-1-2000,3:21:10,28,14,0
1-1-2000,3:21:10,38,14,0
1-1-2000,3:21:10,10,14,0
1-1-2000,3:21:10,20,14,0
1-1-2000,3:21:10,30,14,0
1-1-2000,3:21:10,40,14,0
1-1-2000,3:21:15,1,13,0
1-1-2000,3:21:15,11,13,0
1-1-2000,3:21:15,21,13,0
1-1-2000,3:21:15,31,13,0
1-1-2000,3:21:15,3,13,0
1-1-2000,3:21:15,13,13,0
1-1-2000,3:21:15,23,13,0
1-1-2000,3:21:15,33,13,0
1-1-2000,3:21:15,8,13,0
1-1-2000,3:21:15,18,13,0
1-1-2000,3:21:15,28,13,0
1-1-2000,3:21:15,38,13,0
1-1-2000,3:21:15,10,13,0
1-1-2000,3:21:15,20,13,0
1-1-2000,3:21:15,30,13,0
1-1-2000,3:21:15,40,13,0
1-1-2000,3:21:19,1,12,0
1-1-2000,3:21:19,11,12,0
1-1-2000,3:21:19,21,12,0
1-1-2000,3:21:19,31,12,0
1-1-2000,3:21:19,3,12,0
1-1-2000,3:21:19,13,12,0
1-1-2000,3:21:19,23,12,0
1-1-2000,3:21:19,33,12,0
1-1-2000,3:21:19,8,12,0
1-1-2000,3:21:19,18,12,0
1-1-2000,3:21:19,28,12,0
1-1-2000,3:21:19,38,12,0
1-1-2000,3:21:19,10,12,0
1-1-2000,3:21:19,20,12,0
1-1-2000,3:21:19,30,12,0
1-1-2000,3:21:19,40,12,0
1-1-2000,3:21:24,1,11,0
1-1-2000,3:21:24,11,11,0
1-1-2000,3:21:24,21,11,0
1-1-2000,3:21:24,31,11,0
1-1-2000,3:21:24,3,11,0
1-1-2000,3:21:24,13,11,0
1-1-2000,3:21:24,23,11,0
1-1-2000,3:21:24,33,11,0
1-1-2000,3:21:24,8,11,0
1-1-2000,3:21:24,18,11,0
1-1-2000,3:21:24,28,11,0
1-1-2000,3:21:24,38,11,0
1-1-2000,3:21:24,10,11,0
1-1-2000,3:21:24,20,11,0
1-1-2000,3:21:24,30,11,0
1-1-2000,3:21:24,40,11,0
1-1-2000,3:21:29,1,10,0
1-1-2000,3:21:29,11,10,0
1-1-2000,3:21:29,21,10,0
1-1-2000,3:21:29,31,10,0
1-1-2000,3:21:29,3,10,0
1-1-2000,3:21:29,13,10,0
1-1-2000,3:21:29,23,10,0
1-1-2000,3:21:29,33,10,0
1-1-2000,3:21:29,8,10,0
1-1-2000,3:21:29,18,10,0
1-1-2000,3:21:29,28,10,0
1-1-2000,3:21:29,38,10,0
1-1-2000,3:21:29,10,10,0
1-1-2000,3:21:29,20,10,0
1-1-2000,3:21:29,30,10,0
1-1-2000,3:21:29,40,10,0
1-1-2000,3:21:33,1,9,0
1-1-2000,3:21:33,11,9,0
1-1-2000,3:21:33,21,9,0
1-1-2000,3:21:33,31,9,0
1-1-2000,3:21:33,3,9,0
1-1-2000,3:21:33,13,9,0
1-1-2000,3:21:33,23,9,0
1-1-2000,3:21:33,33,9,0
1-1-2000,3:21:33,8,9,0
1-1-2000,3:21:33,18,9,0
1-1-2000,3:21:33,28,9,0
1-1-2000,3:21:33,38,9,0
1-1-2000,3:21:33,10,9,0
1-1-2000,3:21:33,20,9,0
1-1-2000,3:21:33,30,9,0
1-1-2000,3:21:33,40,9,0
1-1-2000,3:21:38,1,8,0
1-1-2000,3:21:38,11,8,0
1-1-2000,3:21:38,21,8,0
1-1-2000,3:21:38,31,8,0
1-1-2000,3:21:38,3,8,0
1-1-2000,3:21:38,13,8,0
1-1-2000,3:21:38,23,8,0
1-1-2000,3:21:38,33,8,0
1-1-2000,3:21:38,8,8,0
1-1-2000,3:21:38,18,8,0
1-1-2000,3:21:38,28,8,0
1-1-2000,3:21:38,38,8,0
1-1-2000,3:21:38,10,8,0
1-1-2000,3:21:38,20,8,0
1-1-2000,3:21:38,30,8,0
1-1-2000,3:21:38,40,8,0
1-1-2000,3:21:43,1,7,0
1-1-2000,3:21:43,11,7,0
1-1-2000,3:21:43,21,7,0
1-1-2000,3:21:43,31,7,0
1-1-2000,3:21:43,3,7,0
1-1-2000,3:21:43,13,7,0
1-1-2000,3:21:43,23,7,0
1-1-2000,3:21:43,33,7,0
1-1-2000,3:21:43,8,7,0
1-1-2000,3:21:43,18,7,0
1-1-2000,3:21:43,28,7,0
1-1-2000,3:21:43,38,7,0
1-1-2000,3:21:43,10,7,0
1-1-2000,3:21:43,20,7,0
1-1-2000,3:21:43,30,7,0
1-1-2000,3:21:43,40,7,0
1-1-2000,3:21:47,1,6,0
1-1-2000,3:21:47,11,6,0
1-1-2000,3:21:47,21,6,0
1-1-2000,3:21:47,31,6,0
1-1-2000,3:21:47,3,6,0
1-1-2000,3:21:47,13,6,0
1-1-2000,3:21:47,23,6,0
1-1-2000,3:21:47,33,6,0
1-1-2000,3:21:47,8,6,0
1-1-2000,3:21:47,18,6,0
1-1-2000,3:21:47,28,6,0
1-1-2000,3:21:47,38,6,0
1-1-2000,3:21:47,10,6,0
1-1-2000,3:21:47,20,6,0
1-1-2000,3:21:47,30,6,0
1-1-2000,3:21:47,40,6,0
1-1-2000,3:21:52,1,5,0
1-1-2000,3:21:52,11,5,0
1-1-2000,3:21:52,21,5,0
1-1-2000,3:21:52,31,5,0
1-1-2000,3:21:52,3,5,0
1-1-2000,3:21:52,13,5,0
1-1-2000,3:21:52,23,5,0
1-1-2000,3:21:52,33,5,0
1-1-2000,3:21:52,8,5,0
1-1-2000,3:21:52,18,5,0
1-1-2000,3:21:52,28,5,0
1-1-2000,3:21:52,38,5,0
1-1-2000,3:21:52,10,5,0
1-1-2000,3:21:52,20,5,0
1-1-2000,3:21:52,30,5,0
1-1-2000,3:21:52,40,5,0
1-1-2000,3:21:56,1,4,0
1-1-2000,3:21:56,11,4,0
1-1-2000,3:21:56,21,4,0
1-1-2000,3:21:56,31,4,0
1-1-2000,3:21:56,3,4,0
1-1-2000,3:21:56,13,4,0
1-1-2000,3:21:56,23,4,0
1-1-2000,3:21:56,33,4,0
1-1-2000,3:21:56,8,4,0
1-1-2000,3:21:56,18,4,0
1-1-2000,3:21:56,28,4,0
1-1-2000,3:21:56,38,4,0
1-1-2000,3:21:56,10,4,0
1-1-2000,3:21:56,20,4,0
1-1-2000,3:21:56,30,4,0
1-1-2000,3:21:56,40,4,0
1-1-2000,3:22:1,1,3,0
1-1-2000,3:22:1,11,3,0
1-1-2000,3:22:1,21,3,0
1-1-2000,3:22:1,31,3,0
1-1-2000,3:22:1,3,3,0
1-1-2000,3:22:1,13,3,0
1-1-2000,3:22:1,23,3,0
1-1-2000,3:22:1,33,3,0
1-1-2000,3:22:1,8,3,0
1-1-2000,3:22:1,18,3,0
1-1-2000,3:22:1,28,3,0
1-1-2000,3:22:1,38,3,0
1-1-2000,3:22:1,10,3,0
1-1-2000,3:22:1,20,3,0
1-1-2000,3:22:1,30,3,0
1-1-2000,3:22:1,40,3,0
1-1-2000,3:22:6,1,4,0
1-1-2000,3:22:6,11,4,0
1-1-2000,3:22:6,21,4,0
1-1-2000,3:22:6,31,4,0
1-1-2000,3:22:6,3,4,0
1-1-2000,3:22:6,13,4,0
1-1-2000,3:22:6,23,4,0
1-1-2000,3:22:6,33,4,0
1-1-2000,3:22:6,8,4,0
1-1-2000,3:22:6,18,4,0
1-1-2000,3:22:6,28,4,0
1-1-2000,3:22:6,38,4,0
1-1-2000,3:22:6,10,4,0
1-1-2000,3:22:6,20,4,0
1-1-2000,3:22:6,30,4,0
1-1-2000,3:22:6,40,4,0
1-1-2000,3:22:10,1,5,0
1-1-2000,3:22:10,11,5,0
1-1-2000,3:22:10,21,5,0
1-1-2000,3:22:10,31,5,0
1-1-2000,3:22:10,3,5,0
1-1-2000,3:22:10,13,5,0
1-1-2000,3:22:10,23,5,0
1-1-2000,3:22:10,33,5,0
1-1-2000,3:22:10,8,5,0
1-1-2000,3:22:10,18,5,0
1-1-2000,3:22:10,28,5,0
1-1-2000,3:22:10,38,5,0
1-1-2000,3:22:10,10,5,0
1-1-2000,3:22:10,20,5,0
1-1-2000,3:22:10,30,5,0
1-1-2000,3:22:10,40,5,0
1-1-2000,3:22:15,1,6,0
1-1-2000,3:22:15,11,6,0
1-1-2000,3:22:15,21,6,0
1-1-2000,3:22:15,31,6,0
1-1-2000,3:22:15,3,6,0
1-1-2000,3:22:15,13,6,0
1-1-2000,3:22:15,23,6,0
1-1-2000,3:22:15,33,6,0
1-1-2000,3:22:15,8,6,0
1-1-2000,3:22:15,18,6,0
1-1-2000,3:22:15,28,6,0
1-1-2000,3:22:15,38,6,0
1-1-2000,3:22:15,10,6,0
1-1-2000,3:22:15,20,6,0
1-1-2000,3:22:15,30,6,0
1-1-2000,3:22:15,40,6,0
1-1-2000,3:22:19,1,7,0
1-1-2000,3:22:19,11,7,0
1-1-2000,3:22:19,21,7,0
1-1-2000,3:22:19,31,7,0
1-1-2000,3:22:19,3,7,0
1-1-2000,3:22:19,13,7,0
1-1-2000,3:22:19,23,7,0
1-1-2000,3:22:19,33,7,0
1-1-2000,3:22:19,8,7,0
1-1-2000,3:22:19,18,7,0
1-1-2000,3:22:19,28,7,0
1-1-2000,3:22:19,38,7,0
1-1-2000,3:22:19,10,7,0
1-1-2000,3:22:19,20,7,0
1-1-2000,3:22:19,30,7,0
1-1-2000,3:22:19,40,7,0
1-1-2000,3:22:24,1,8,0
1-1-2000,3:22:24,11,8,0
1-1-2000,3:22:24,21,8,0
1-1-2000,3:22:24,31,8,0
1-1-2000,3:22:24,3,8,0
1-1-2000,3:22:24,13,8,0
1-1-2000,3:22:24,23,8,0
1-1-2000,3:22:24,33,8,0
1-1-2000,3:22:24,8,8,0
1-1-2000,3:22:24,18,8,0
1-1-2000,3:22:24,28,8,0
1-1-2000,3:22:24,38,8,0
1-1-2000,3:22:24,10,8,0
1-1-2000,3:22:24,20,8,0
1-1-2000,3:22:24,30,8,0
1-1-2000,3:22:24,40,8,0
1-1-2000,3:22:29,1,9,0
1-1-2000,3:22:29,11,9,0
1-1-2000,3:22:29,21,9,0
1-1-2000,3:22:29,31,9,0
1-1-2000,3:22:29,3,9,0
1-1-2000,3:22:29,13,9,0
1-1-2000,3:22:29,23,9,0
1-1-2000,3:22:29,33,9,0
1-1-2000,3:22:29,8,9,0
1-1-2000,3:22:29,18,9,0
1-1-2000,3:22:29,28,9,0
1-1-2000,3:22:29,38,9,0
1-1-2000,3:22:29,10,9,0
1-1-2000,3:22:29,20,9,0
1-1-2000,3:22:29,30,9,0
1-1-2000,3:22:29,40,9,0
1-1-2000,3:22:33,1,10,0
1-1-2000,3:22:33,11,10,0
1-1-2000,3:22:33,21,10,0
1-1-2000,3:22:33,31,10,0
1-1-2000,3:22:33,3,10,0
1-1-2000,3:22:33,13,10,0
1-1-2000,3:22:33,23,10,0
1-1-2000,3:22:33,33,10,0
1-1-2000,3:22:33,8,10,0
1-1-2000,3:22:33,18,10,0
1-1-2000,3:22:33,28,10,0
1-1-2000,3:22:33,38,10,0
1-1-2000,3:22:33,10,10,0
1-1-2000,3:22:33,20,10,0
1-1-2000,3:22:33,30,10,0
1-1-2000,3:22:33,40,10,0
1-1-2000,3:22:38,1,11,0
